2021-03-19 00:08:27.634 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:32.230 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:32.231 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [GET] request
2021-03-19 00:08:32.433 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [510]
2021-03-19 00:08:32.442 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:32.442 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that Banks API works for various combinations
2021-03-19 00:08:32.442 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/banks]
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Accept] and Value = [application/json]
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Accept] and Value = [application/json]
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = []
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = []
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = []
2021-03-19 00:08:32.443 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = []
2021-03-19 00:08:32.444 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [GET] request
2021-03-19 00:08:32.672 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [510]
2021-03-19 00:08:32.680 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:32.680 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that Banks API works for various combinations
2021-03-19 00:08:32.680 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:32.681 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:32.681 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/banks]
2021-03-19 00:08:32.681 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Accept] and Value = [application/x-www-form-urlencoded]
2021-03-19 00:08:32.681 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Accept] and Value = [application/x-www-form-urlencoded]
2021-03-19 00:08:32.681 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = [Bearer Token]
2021-03-19 00:08:33.038 [main] INFO  com.neonomics.corelibraries.Authorization - Response recieved for auth API ::{"refresh_expires_in":2592000,"expires_in":86400,"session_state":"49246441-c9df-4141-8946-01ef6b512df9","access_token":"eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTMsImlhdCI6MTYxNjA5MjcxMywianRpIjoiZmI4Zjc4ZGYtZTczNi00NTI0LWJlNzItOTIzMjk3NTM4MzVhIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6IjQ5MjQ2NDQxLWM5ZGYtNDE0MS04OTQ2LTAxZWY2YjUxMmRmOSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.GXIp4t_86BK45mcUuZ-0w11RFkbx8wJxAwRQO9T4eNCf8E_6DVLe2l0UB1gqHeenTl_NMtGjCqzrddi1qP1JuI18gqA-UIUW_Aj-2pViY1zJUOeEPQuoFKie4f_IAEnendmQskAfpKT8sZjgBlvKTcAzKiz9dY-1brphbwlOALTfXp5TqsIWBSLnR74ygeKV5oBbrdoFUtb6G3YhAfa7lsFTTBybJiNVxBZcD6uXZc1-WTuf2coo_NFrs8XQGBKzeoO9vASiyGieNPowFN0jS-MLW2TiLKp8pgFbPitcZpkz_eDs-VY-BkxwGt82xT3RCjSR5i--ag84VnaanL4jsA","scope":"banqbridge_client","token_type":"bearer","refresh_token":"eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICIwYTAzNjlhNy0yMTg3LTQ3OWYtOTU4NS02Y2QzYTczZDUxOWYifQ.eyJleHAiOjE2MTg2ODQ3MTMsImlhdCI6MTYxNjA5MjcxMywianRpIjoiYThiZDExMGEtMzFiYy00NTE3LWE1MjctZmRmOGYyMTU4YzNiIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94IiwiYXVkIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiUmVmcmVzaCIsImF6cCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsInNlc3Npb25fc3RhdGUiOiI0OTI0NjQ0MS1jOWRmLTQxNDEtODk0Ni0wMWVmNmI1MTJkZjkiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50In0.qypO5gxn0pdfcsO_WOeXk3ysm866fnFUZppz-UAWGq8"}
2021-03-19 00:08:33.072 [main] INFO  stepDefinition.StepDefinitions_API_Test - Bearer token :: [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTMsImlhdCI6MTYxNjA5MjcxMywianRpIjoiZmI4Zjc4ZGYtZTczNi00NTI0LWJlNzItOTIzMjk3NTM4MzVhIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6IjQ5MjQ2NDQxLWM5ZGYtNDE0MS04OTQ2LTAxZWY2YjUxMmRmOSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.GXIp4t_86BK45mcUuZ-0w11RFkbx8wJxAwRQO9T4eNCf8E_6DVLe2l0UB1gqHeenTl_NMtGjCqzrddi1qP1JuI18gqA-UIUW_Aj-2pViY1zJUOeEPQuoFKie4f_IAEnendmQskAfpKT8sZjgBlvKTcAzKiz9dY-1brphbwlOALTfXp5TqsIWBSLnR74ygeKV5oBbrdoFUtb6G3YhAfa7lsFTTBybJiNVxBZcD6uXZc1-WTuf2coo_NFrs8XQGBKzeoO9vASiyGieNPowFN0jS-MLW2TiLKp8pgFbPitcZpkz_eDs-VY-BkxwGt82xT3RCjSR5i--ag84VnaanL4jsA]
2021-03-19 00:08:33.072 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTMsImlhdCI6MTYxNjA5MjcxMywianRpIjoiZmI4Zjc4ZGYtZTczNi00NTI0LWJlNzItOTIzMjk3NTM4MzVhIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6IjQ5MjQ2NDQxLWM5ZGYtNDE0MS04OTQ2LTAxZWY2YjUxMmRmOSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.GXIp4t_86BK45mcUuZ-0w11RFkbx8wJxAwRQO9T4eNCf8E_6DVLe2l0UB1gqHeenTl_NMtGjCqzrddi1qP1JuI18gqA-UIUW_Aj-2pViY1zJUOeEPQuoFKie4f_IAEnendmQskAfpKT8sZjgBlvKTcAzKiz9dY-1brphbwlOALTfXp5TqsIWBSLnR74ygeKV5oBbrdoFUtb6G3YhAfa7lsFTTBybJiNVxBZcD6uXZc1-WTuf2coo_NFrs8XQGBKzeoO9vASiyGieNPowFN0jS-MLW2TiLKp8pgFbPitcZpkz_eDs-VY-BkxwGt82xT3RCjSR5i--ag84VnaanL4jsA]
2021-03-19 00:08:33.073 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = [anything-different]
2021-03-19 00:08:33.073 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [anything-different]
2021-03-19 00:08:33.074 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [GET] request
2021-03-19 00:08:33.444 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [406]
2021-03-19 00:08:33.450 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:33.451 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that Banks API works for various combinations
2021-03-19 00:08:33.451 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:33.452 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:33.452 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/banks]
2021-03-19 00:08:33.452 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Accept] and Value = []
2021-03-19 00:08:33.452 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Accept] and Value = []
2021-03-19 00:08:33.453 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = []
2021-03-19 00:08:33.453 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = []
2021-03-19 00:08:33.453 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = []
2021-03-19 00:08:33.453 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = []
2021-03-19 00:08:33.454 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [GET] request
2021-03-19 00:08:33.670 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [510]
2021-03-19 00:08:33.678 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:33.678 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that session API works to create new session for various combinations
2021-03-19 00:08:33.678 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:33.679 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:33.679 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/session]
2021-03-19 00:08:33.679 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:33.680 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:33.680 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = [Bearer Token]
2021-03-19 00:08:33.979 [main] INFO  com.neonomics.corelibraries.Authorization - Response recieved for auth API ::{"refresh_expires_in":2592000,"expires_in":86400,"session_state":"754c8212-89ad-4c59-9dea-32d6f7e4f2a1","access_token":"eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNjc4ZTk0MjYtY2JmNy00OWVlLTgwODEtNmViMTIyZTNhOTY0IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6Ijc1NGM4MjEyLTg5YWQtNGM1OS05ZGVhLTMyZDZmN2U0ZjJhMSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.R_DUqh4ydUDLrjVUY3Aam8sJ3DWuHJDzZqvsmpyjgFuFzQ-TYRyaVhvQl2uHt4RysYlWyV88zu33R_Ibeam_VcvRXzvpgUx7X1pCUdbAJj9uTUEcshRnXWkX-o_EUnsiXP9bptOHtyQ2m2XzWlDjREvxKiILReKVtYUwk_fVn4iAT7IAKaKH2dpFH_dMYgmAJ-Wp2oNzWoZcbpnuIliM7D827-pHyLMe1XnLCXxhHBwbwL10dyJicAyWjQDKpgrY8d6-xRN7Xahk_T55j-i4c-nhu0snQPaZOyUIPnm8isfe04rxw3TffQ0HwqesHvZdTBJC08fotQqBK7NEnWtJhw","scope":"banqbridge_client","token_type":"bearer","refresh_token":"eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICIwYTAzNjlhNy0yMTg3LTQ3OWYtOTU4NS02Y2QzYTczZDUxOWYifQ.eyJleHAiOjE2MTg2ODQ3MTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNmIzOTY0NzMtN2NjNy00ZTQ3LTkzNzAtZDYwN2RlM2NlZjQ3IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94IiwiYXVkIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiUmVmcmVzaCIsImF6cCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsInNlc3Npb25fc3RhdGUiOiI3NTRjODIxMi04OWFkLTRjNTktOWRlYS0zMmQ2ZjdlNGYyYTEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50In0.XnJPjDPowgJcUSsh92_S080bKViHYe84dw3PP1XbuQg"}
2021-03-19 00:08:34.009 [main] INFO  stepDefinition.StepDefinitions_API_Test - Bearer token :: [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNjc4ZTk0MjYtY2JmNy00OWVlLTgwODEtNmViMTIyZTNhOTY0IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6Ijc1NGM4MjEyLTg5YWQtNGM1OS05ZGVhLTMyZDZmN2U0ZjJhMSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.R_DUqh4ydUDLrjVUY3Aam8sJ3DWuHJDzZqvsmpyjgFuFzQ-TYRyaVhvQl2uHt4RysYlWyV88zu33R_Ibeam_VcvRXzvpgUx7X1pCUdbAJj9uTUEcshRnXWkX-o_EUnsiXP9bptOHtyQ2m2XzWlDjREvxKiILReKVtYUwk_fVn4iAT7IAKaKH2dpFH_dMYgmAJ-Wp2oNzWoZcbpnuIliM7D827-pHyLMe1XnLCXxhHBwbwL10dyJicAyWjQDKpgrY8d6-xRN7Xahk_T55j-i4c-nhu0snQPaZOyUIPnm8isfe04rxw3TffQ0HwqesHvZdTBJC08fotQqBK7NEnWtJhw]
2021-03-19 00:08:34.009 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNjc4ZTk0MjYtY2JmNy00OWVlLTgwODEtNmViMTIyZTNhOTY0IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6Ijc1NGM4MjEyLTg5YWQtNGM1OS05ZGVhLTMyZDZmN2U0ZjJhMSIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.R_DUqh4ydUDLrjVUY3Aam8sJ3DWuHJDzZqvsmpyjgFuFzQ-TYRyaVhvQl2uHt4RysYlWyV88zu33R_Ibeam_VcvRXzvpgUx7X1pCUdbAJj9uTUEcshRnXWkX-o_EUnsiXP9bptOHtyQ2m2XzWlDjREvxKiILReKVtYUwk_fVn4iAT7IAKaKH2dpFH_dMYgmAJ-Wp2oNzWoZcbpnuIliM7D827-pHyLMe1XnLCXxhHBwbwL10dyJicAyWjQDKpgrY8d6-xRN7Xahk_T55j-i4c-nhu0snQPaZOyUIPnm8isfe04rxw3TffQ0HwqesHvZdTBJC08fotQqBK7NEnWtJhw]
2021-03-19 00:08:34.009 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:34.009 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:34.010 [main] INFO  stepDefinition.StepDefinitions_API_Test - Adding body content for Key = [[bankId, anVzdG9iYW5rLnYxSlVTVE5PS0s=]] and Value = [{]]
2021-03-19 00:08:34.010 [main] INFO  stepDefinition.StepDefinitions_API_Test - Raw body needs to be added to request
2021-03-19 00:08:34.011 [main] INFO  stepDefinition.StepDefinitions_API_Test - {"bankId":"anVzdG9iYW5rLnYxSlVTVE5PS0s\u003d"}
2021-03-19 00:08:34.011 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [POST] request
2021-03-19 00:08:34.257 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [201]
2021-03-19 00:08:34.257 [main] ERROR stepDefinition.StepDefinitions_API_Test - Please provide proper API area type
2021-03-19 00:08:34.263 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:34.263 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that session API works to create new session for various combinations
2021-03-19 00:08:34.263 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:34.264 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:34.264 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/sessioned]
2021-03-19 00:08:34.265 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:34.265 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:34.265 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = [Bearer Token]
